TargetName,HUGOSymbol,TargetGroup,AnalyteType,CodeClass,ProbePool,MinCount,MaxCount,MedianCount,GeomeanCount,NumberOfProbesIncluded,NumberOfProbesTotal,GeneID
ASTN1,ASTN1,All Targets,RNA,Endogenous,1,1,26,5,4.730007592,1,1,460
CCR4,CCR4,All Targets,RNA,Endogenous,1,1,56,10,8.909475172,1,1,1233
ELOVL4,ELOVL4,All Targets,RNA,Endogenous,1,1,37,8,6.27158931,1,1,6785
GRSF1,GRSF1,All Targets,RNA,Endogenous,1,1,42,9,7.239033665,1,1,2926
HDAC11,HDAC11,All Targets,RNA,Endogenous,1,1,36,8,7.045514045,1,1,79885
ACOX2,ACOX2,All Targets,RNA,Endogenous,1,1,49,8,7.12700703,1,1,8309
TKT,TKT,All Targets,RNA,Endogenous,1,1,129,20,18.41269429,1,1,7086
GSTA1,"GSTA5,GSTA1,GSTA2",All Targets,RNA,Endogenous,1,1,37,13,10.87116775,1,1,2938
AFG1L,AFG1L,All Targets,RNA,Endogenous,1,1,27,7,6.103469117,1,1,246269
GCNT1,GCNT1,All Targets,RNA,Endogenous,1,1,58,11,9.662581275,1,1,2650
TNFRSF10D,TNFRSF10D,All Targets,RNA,Endogenous,1,1,38,10,7.570488277,1,1,8793
IKBKG,IKBKG,All Targets,RNA,Endogenous,1,1,86,18,14.33497951,1,1,8517
MED17,MED17,All Targets,RNA,Endogenous,1,1,41,9,7.347435434,1,1,9440
CLPTM1,CLPTM1,All Targets,RNA,Endogenous,1,1,126,22,18.80841649,1,1,1209
TMEM120A,TMEM120A,All Targets,RNA,Endogenous,1,2,98,19,17.62842139,1,1,83862
PLEKHF2,PLEKHF2,All Targets,RNA,Endogenous,1,1,69,14,11.95483097,1,1,79666
LHFPL1,LHFPL1,All Targets,RNA,Endogenous,1,1,29,6,5.14011519,1,1,340596
ZFP90,ZFP90,All Targets,RNA,Endogenous,1,1,69,19,14.42485671,1,1,146198
RAPGEFL1,RAPGEFL1,All Targets,RNA,Endogenous,1,1,42,11,10.31557503,1,1,51195
MARCHF5,MARCHF5,All Targets,RNA,Endogenous,1,1,45,12,9.597080581,1,1,54708
S100A7,"S100A7,S100A7A",All Targets,RNA,Endogenous,1,1,43,11,8.82350666,1,1,6278
CCL15,"CCL15-CCL14,CCL15",All Targets,RNA,Endogenous,1,1,181,6,6.630807913,1,1,6359
KCNN1,KCNN1,All Targets,RNA,Endogenous,1,1,35,7,6.325254028,1,1,3780
OR2V2,OR2V2,All Targets,RNA,Endogenous,1,1,26,5,4.226565036,1,1,285659
LSM6,LSM6,All Targets,RNA,Endogenous,1,1,50,11,9.734963429,1,1,11157
EMILIN3,EMILIN3,All Targets,RNA,Endogenous,1,1,29,6,5.314684879,1,1,90187
CYB5R1,CYB5R1,All Targets,RNA,Endogenous,1,1,45,10,9.069800815,1,1,51706
CTNNA3,CTNNA3,All Targets,RNA,Endogenous,1,1,25,7,5.584260904,1,1,29119
SLC5A7,SLC5A7,All Targets,RNA,Endogenous,1,1,21,4,4.019083421,1,1,60482
TMEM40,TMEM40,All Targets,RNA,Endogenous,1,1,30,7,5.893472837,1,1,55287
SLC15A3,SLC15A3,All Targets,RNA,Endogenous,1,1,57,11,9.377159288,1,1,51296
TSSC4,TSSC4,All Targets,RNA,Endogenous,1,1,50,11,9.630173499,1,1,10078
KCNAB3,KCNAB3,All Targets,RNA,Endogenous,1,1,68,17,14.6723396,1,1,9196
OR8H2,OR8H2,All Targets,RNA,Endogenous,1,1,14,4,3.538378346,1,1,390151
RNF31,RNF31,All Targets,RNA,Endogenous,1,1,66,16,13.0949047,1,1,55072
ERP29,ERP29,All Targets,RNA,Endogenous,1,1,132,31,22.43351149,1,1,10961
ALKBH5,ALKBH5,All Targets,RNA,Endogenous,1,1,155,30,24.8194275,1,1,54890
NCKAP1L,NCKAP1L,All Targets,RNA,Endogenous,1,1,157,15,16.198244,1,1,3071
PJA2,PJA2,All Targets,RNA,Endogenous,1,1,86,18,14.71527188,1,1,9867
SFRP5,SFRP5,All Targets,RNA,Endogenous,1,1,177,5,5.362823371,1,1,6425
SYNGR2,SYNGR2,All Targets,RNA,Endogenous,1,1,258,31,28.81272251,1,1,9144
HP1BP3,HP1BP3,All Targets,RNA,Endogenous,1,2,207,39,35.12075376,1,1,50809
RNASE2,RNASE2,All Targets,RNA,Endogenous,1,1,29,7,5.7428825,1,1,6036
GIPC2,GIPC2,All Targets,RNA,Endogenous,1,1,37,7,6.583056236,1,1,54810
ASB3,ASB3,All Targets,RNA,Endogenous,1,1,20,6,4.568508184,1,1,51130
TMCO2,TMCO2,All Targets,RNA,Endogenous,1,1,24,7,5.810364232,1,1,127391
CAMK2G,CAMK2G,All Targets,RNA,Endogenous,1,1,61,13,12.19130959,1,1,818
XKR8,XKR8,All Targets,RNA,Endogenous,1,1,42,10,8.402930728,1,1,55113
CRYBG3,CRYBG3,All Targets,RNA,Endogenous,1,1,40,7,5.912361561,1,1,131544
USP11,USP11,All Targets,RNA,Endogenous,1,1,40,10,8.352961827,1,1,8237
MECOM,MECOM,All Targets,RNA,Endogenous,1,1,26,5,4.521906024,1,1,2122
CTIF,CTIF,All Targets,RNA,Endogenous,1,1,38,7,6.317738414,1,1,9811
RWDD4,RWDD4,All Targets,RNA,Endogenous,1,1,75,19,16.2435148,1,1,201965
SSUH2,SSUH2,All Targets,RNA,Endogenous,1,1,22,4,4.188025542,1,1,51066
SEMA4A,SEMA4A,All Targets,RNA,Endogenous,1,1,134,18,17.36642505,1,1,64218
TTC39B,TTC39B,All Targets,RNA,Endogenous,1,1,62,14,13.01998969,1,1,158219
SPTBN4,SPTBN4,All Targets,RNA,Endogenous,1,1,55,11,9.21854486,1,1,57731
GJD4,GJD4,All Targets,RNA,Endogenous,1,1,68,16,14.14664559,1,1,219770
USP46,USP46,All Targets,RNA,Endogenous,1,1,45,11,10.07170208,1,1,64854
MCM2,MCM2,All Targets,RNA,Endogenous,1,1,75,10,9.363298739,1,1,4171
ABHD16B,ABHD16B,All Targets,RNA,Endogenous,1,1,24,7,5.77524492,1,1,140701
SLCO6A1,SLCO6A1,All Targets,RNA,Endogenous,1,1,27,4,3.896283671,1,1,133482
CLEC17A,CLEC17A,All Targets,RNA,Endogenous,1,1,52,11,10.06628709,1,1,388512
SOAT1,SOAT1,All Targets,RNA,Endogenous,1,1,32,8,6.802296829,1,1,6646
GNB3,GNB3,All Targets,RNA,Endogenous,1,1,43,10,8.572773193,1,1,2784
SYNE1,SYNE1,All Targets,RNA,Endogenous,1,1,58,9,7.952467424,1,1,23345
CR2,CR2,All Targets,RNA,Endogenous,1,1,41,7,6.639131803,1,1,1380
KCNC3,KCNC3,All Targets,RNA,Endogenous,1,1,67,14,12.23224169,1,1,3748
RPS27L,RPS27L,All Targets,RNA,Endogenous,1,3,268,53,42.74517828,1,1,51065
CLSPN,CLSPN,All Targets,RNA,Endogenous,1,1,53,10,8.720877852,1,1,63967
MAP3K6,MAP3K6,All Targets,RNA,Endogenous,1,1,39,11,9.547824166,1,1,9064
FGF14,FGF14,All Targets,RNA,Endogenous,1,1,22,5,4.156367258,1,1,2259
SERPINE3,SERPINE3,All Targets,RNA,Endogenous,1,1,23,4,3.649669131,1,1,647174
RSPH9,RSPH9,All Targets,RNA,Endogenous,1,1,27,5,4.818783837,1,1,221421
ADGRG2,ADGRG2,All Targets,RNA,Endogenous,1,1,23,5,4.659673184,1,1,10149
GAPDHS,GAPDHS,All Targets,RNA,Endogenous,1,1,42,11,8.752058211,1,1,26330
UQCRFS1,UQCRFS1,All Targets,RNA,Endogenous,1,1,64,15,12.59375238,1,1,7386
HLA-G,HLA-G,All Targets,RNA,Endogenous,1,2,169,20,20.81683804,1,1,3135
MINDY4,MINDY4,All Targets,RNA,Endogenous,1,1,31,10,7.785694123,1,1,84182
SASS6,SASS6,All Targets,RNA,Endogenous,1,1,29,7,6.375571782,1,1,163786
SAFB2,SAFB2,All Targets,RNA,Endogenous,1,1,103,22,18.18147847,1,1,9667
CCDC163,CCDC163,All Targets,RNA,Endogenous,1,1,27,6,5.301520338,1,1,126661
PURA,PURA,All Targets,RNA,Endogenous,1,1,122,23,18.54383505,1,1,5813
CYP3A43,CYP3A43,All Targets,RNA,Endogenous,1,1,21,6,5.081543314,1,1,64816
CLDN34,CLDN34,All Targets,RNA,Endogenous,1,1,33,5,4.891519742,1,1,100288814
MYH15,MYH15,All Targets,RNA,Endogenous,1,1,22,5,4.607605062,1,1,22989
MAB21L2,MAB21L2,All Targets,RNA,Endogenous,1,1,16,4,3.282525576,1,1,10586
NSMAF,NSMAF,All Targets,RNA,Endogenous,1,1,48,9,8.004946004,1,1,8439
CXCR3,CXCR3,All Targets,RNA,Endogenous,1,1,136,13,12.84292228,1,1,2833
C21orf58,C21orf58,All Targets,RNA,Endogenous,1,1,44,8,6.950181443,1,1,54058
KCNS3,KCNS3,All Targets,RNA,Endogenous,1,1,45,8,7.273983942,1,1,3790
ARL14,ARL14,All Targets,RNA,Endogenous,1,1,83,10,10.9274634,1,1,80117
RAB3A,RAB3A,All Targets,RNA,Endogenous,1,1,72,12,9.696690319,1,1,5864
ZNF213,ZNF213,All Targets,RNA,Endogenous,1,1,48,11,9.483990264,1,1,7760
EVL,EVL,All Targets,RNA,Endogenous,1,13,745,59,64.07937931,1,1,51466
PPP2CA,PPP2CA,All Targets,RNA,Endogenous,1,1,134,21,19.95429712,1,1,5515
FBXO27,FBXO27,All Targets,RNA,Endogenous,1,1,35,8,6.867107174,1,1,126433
ARHGAP29,ARHGAP29,All Targets,RNA,Endogenous,1,1,42,9,7.640862934,1,1,9411
KIFC2,KIFC2,All Targets,RNA,Endogenous,1,1,69,18,15.30355068,1,1,90990
ISY1,"ISY1,ISY1-RAB43",All Targets,RNA,Endogenous,1,1,44,10,7.983972333,1,1,57461
CDK20,CDK20,All Targets,RNA,Endogenous,1,1,33,8,7.34412867,1,1,23552
DNLZ,DNLZ,All Targets,RNA,Endogenous,1,1,59,6,5.731902868,1,1,728489
IGSF8,IGSF8,All Targets,RNA,Endogenous,1,1,42,12,9.078092133,1,1,93185
TMEM233,TMEM233,All Targets,RNA,Endogenous,1,1,25,5,4.830459985,1,1,387890
NRSN2,NRSN2,All Targets,RNA,Endogenous,1,1,51,17,13.2975103,1,1,80023
CREBL2,CREBL2,All Targets,RNA,Endogenous,1,1,54,17,14.24016069,1,1,1389
TNFRSF10B,TNFRSF10B,All Targets,RNA,Endogenous,1,1,110,17,13.5240628,1,1,8795
MICU3,MICU3,All Targets,RNA,Endogenous,1,1,18,4,3.711029168,1,1,286097
EPS15L1,EPS15L1,All Targets,RNA,Endogenous,1,1,67,15,12.669542,1,1,58513
ZAR1L,ZAR1L,All Targets,RNA,Endogenous,1,1,48,12,9.185375068,1,1,646799
FAM149A,FAM149A,All Targets,RNA,Endogenous,1,1,57,8,7.812009674,1,1,25854
CRHR2,CRHR2,All Targets,RNA,Endogenous,1,1,21,4,3.828130943,1,1,1395
DCANP1,"TIFAB,DCANP1",All Targets,RNA,Endogenous,1,1,21,6,4.960473396,1,1,140947
NAP1L3,NAP1L3,All Targets,RNA,Endogenous,1,1,32,6,5.118880163,1,1,4675
TCP1,TCP1,All Targets,RNA,Endogenous,1,1,94,24,19.31612003,1,1,6950
RAD17,RAD17,All Targets,RNA,Endogenous,1,1,57,13,12.10471772,1,1,5884
TOP2B,TOP2B,All Targets,RNA,Endogenous,1,1,112,19,18.77168996,1,1,7155
CYB561D1,CYB561D1,All Targets,RNA,Endogenous,1,1,41,11,8.494134687,1,1,284613
CASK,CASK,All Targets,RNA,Endogenous,1,1,60,12,10.75310494,1,1,8573
THPO,THPO,All Targets,RNA,Endogenous,1,1,25,5,4.352623859,1,1,7066
MEGF8,MEGF8,All Targets,RNA,Endogenous,1,2,110,37,28.14864726,1,1,1954
ZCCHC13,ZCCHC13,All Targets,RNA,Endogenous,1,1,26,5,3.976215325,1,1,389874
RNF146,RNF146,All Targets,RNA,Endogenous,1,1,54,11,10.16621568,1,1,81847
FOXK1,FOXK1,All Targets,RNA,Endogenous,1,1,57,12,10.45506302,1,1,221937
TRPM1,TRPM1,All Targets,RNA,Endogenous,1,1,33,7,6.616645214,1,1,4308
MORF4L2,MORF4L2,All Targets,RNA,Endogenous,1,1,72,17,14.76833197,1,1,9643
LBX2,LBX2,All Targets,RNA,Endogenous,1,1,25,5,4.259676317,1,1,85474
ASH1L,ASH1L,All Targets,RNA,Endogenous,1,1,45,11,8.480575852,1,1,55870
GPKOW,GPKOW,All Targets,RNA,Endogenous,1,1,38,9,7.973833886,1,1,27238
CDK13,CDK13,All Targets,RNA,Endogenous,1,1,86,14,12.79181183,1,1,8621
GPR174,GPR174,All Targets,RNA,Endogenous,1,2,203,16,17.76021137,1,1,84636
ANO5,ANO5,All Targets,RNA,Endogenous,1,1,13,4,3.172151139,1,1,203859
TRPC6,TRPC6,All Targets,RNA,Endogenous,1,1,33,8,6.600343157,1,1,7225
SERF2,SERF2,All Targets,RNA,Endogenous,1,2,244,60,43.30281314,1,1,10169
AMDHD2,AMDHD2,All Targets,RNA,Endogenous,1,1,58,12,11.36345118,1,1,51005
NUBP1,NUBP1,All Targets,RNA,Endogenous,1,1,77,17,15.03248742,1,1,4682
DNAJC27,DNAJC27,All Targets,RNA,Endogenous,1,1,29,6,5.685566616,1,1,51277
DEFB131A,"DEFB131B,DEFB131A",All Targets,RNA,Endogenous,1,1,69,13,12.15015102,1,1,644414
EPN2,EPN2,All Targets,RNA,Endogenous,1,1,70,16,14.01793457,1,1,22905
MID1IP1,MID1IP1,All Targets,RNA,Endogenous,1,1,82,16,14.17364709,1,1,58526
RNF180,RNF180,All Targets,RNA,Endogenous,1,1,68,8,6.944969946,1,1,285671
SLC39A3,SLC39A3,All Targets,RNA,Endogenous,1,1,68,17,14.28109333,1,1,29985
TDP1,TDP1,All Targets,RNA,Endogenous,1,1,44,11,8.731165179,1,1,55775
MOG,MOG,All Targets,RNA,Endogenous,1,1,34,9,7.594079985,1,1,4340
CCDC125,CCDC125,All Targets,RNA,Endogenous,1,1,43,9,7.192995956,1,1,202243
PIWIL3,PIWIL3,All Targets,RNA,Endogenous,1,1,22,6,5.154466559,1,1,440822
GCC1,GCC1,All Targets,RNA,Endogenous,1,1,51,10,8.014475988,1,1,79571
GATA1,GATA1,All Targets,RNA,Endogenous,1,1,27,5,4.431763588,1,1,2623
ADAMTS18,ADAMTS18,All Targets,RNA,Endogenous,1,1,38,7,5.726915005,1,1,170692
ASIP,ASIP,All Targets,RNA,Endogenous,1,1,11,3,2.456106472,1,1,434
TMEM70,TMEM70,All Targets,RNA,Endogenous,1,1,44,10,8.169834816,1,1,54968
ZNF395,ZNF395,All Targets,RNA,Endogenous,1,1,31,8,6.569722704,1,1,55893
RAF1,RAF1,All Targets,RNA,Endogenous,1,1,88,21,17.96431012,1,1,5894
SALL4,SALL4,All Targets,RNA,Endogenous,1,1,79,12,9.631421439,1,1,57167
SP4,SP4,All Targets,RNA,Endogenous,1,1,60,11,9.476056895,1,1,6671
PHTF1,PHTF1,All Targets,RNA,Endogenous,1,1,58,14,11.75058609,1,1,10745
AVPI1,AVPI1,All Targets,RNA,Endogenous,1,1,37,10,7.958074854,1,1,60370
KCNC1,KCNC1,All Targets,RNA,Endogenous,1,1,38,8,7.320817705,1,1,3746
PHF20L1,PHF20L1,All Targets,RNA,Endogenous,1,1,111,18,15.91149837,1,1,51105
PDE7A,PDE7A,All Targets,RNA,Endogenous,1,8,515,106,94.31026113,1,1,5150
ZCCHC7,ZCCHC7,All Targets,RNA,Endogenous,1,1,34,7,6.963325877,1,1,84186
HSD11B1,HSD11B1,All Targets,RNA,Endogenous,1,1,31,5,4.896812391,1,1,3290
CARS2,CARS2,All Targets,RNA,Endogenous,1,1,47,10,8.387619892,1,1,79587
NLN,NLN,All Targets,RNA,Endogenous,1,1,33,8,6.870038249,1,1,57486
MEIOC,MEIOC,All Targets,RNA,Endogenous,1,1,18,4,4.082756447,1,1,284071
NEK2,NEK2,All Targets,RNA,Endogenous,1,1,71,13,11.65276435,1,1,4751
ZNF879,ZNF879,All Targets,RNA,Endogenous,1,1,32,6,5.091360995,1,1,345462
ZNF891,ZNF891,All Targets,RNA,Endogenous,1,1,25,5,4.038823116,1,1,101060200
SLC7A5,SLC7A5,All Targets,RNA,Endogenous,1,1,162,15,16.23022271,1,1,8140
ERAP2,ERAP2,All Targets,RNA,Endogenous,1,1,55,12,10.84032875,1,1,64167
SQOR,SQOR,All Targets,RNA,Endogenous,1,1,104,18,15.46580265,1,1,58472
ITGB3BP,ITGB3BP,All Targets,RNA,Endogenous,1,1,40,9,6.860769525,1,1,23421
OR4F21,"OR4F21,OR4F29,OR4F16,OR4F3",All Targets,RNA,Endogenous,1,1,137,24,22.29387159,1,1,441308
SOX15,SOX15,All Targets,RNA,Endogenous,1,1,35,7,6.279046847,1,1,6665
CLEC7A,CLEC7A,All Targets,RNA,Endogenous,1,1,31,7,6.02940402,1,1,64581
NRP2,NRP2,All Targets,RNA,Endogenous,1,1,28,5,5.088206395,1,1,8828
FAM124B,FAM124B,All Targets,RNA,Endogenous,1,1,25,6,4.982823484,1,1,79843
ZIK1,ZIK1,All Targets,RNA,Endogenous,1,1,34,9,7.570615694,1,1,284307
UNC5D,UNC5D,All Targets,RNA,Endogenous,1,1,24,6,5.027524207,1,1,137970
POLM,POLM,All Targets,RNA,Endogenous,1,1,32,5,4.697560337,1,1,27434
TMEM107,TMEM107,All Targets,RNA,Endogenous,1,1,33,7,6.156379,1,1,84314
ZNF805,ZNF805,All Targets,RNA,Endogenous,1,1,41,13,10.80015472,1,1,390980
TYK2,TYK2,All Targets,RNA,Endogenous,1,1,174,36,31.01761364,1,1,7297
RINT1,RINT1,All Targets,RNA,Endogenous,1,1,38,9,7.863068534,1,1,60561
SEC24D,SEC24D,All Targets,RNA,Endogenous,1,1,68,14,11.99200483,1,1,9871
EEPD1,EEPD1,All Targets,RNA,Endogenous,1,1,62,12,9.804316796,1,1,80820
MTERF4,MTERF4,All Targets,RNA,Endogenous,1,1,55,12,10.06874749,1,1,130916
KCTD8,KCTD8,All Targets,RNA,Endogenous,1,1,20,4,3.804675438,1,1,386617
REV3L,REV3L,All Targets,RNA,Endogenous,1,1,40,10,8.805172427,1,1,5980
KLK6,KLK6,All Targets,RNA,Endogenous,1,1,33,9,7.140052015,1,1,5653
DNAJC15,DNAJC15,All Targets,RNA,Endogenous,1,1,66,17,13.12435672,1,1,29103
ARHGAP28,ARHGAP28,All Targets,RNA,Endogenous,1,1,17,4,3.572085409,1,1,79822
GPR37L1,GPR37L1,All Targets,RNA,Endogenous,1,1,23,5,4.702482256,1,1,9283
MAP2K4,"MAP2K4P1,MAP2K4",All Targets,RNA,Endogenous,1,1,67,13,11.16334319,1,1,6416
PPP2R3A,PPP2R3A,All Targets,RNA,Endogenous,1,1,31,10,7.635388692,1,1,5523
OGDH,OGDH,All Targets,RNA,Endogenous,1,1,99,17,15.8023856,1,1,4967
SULT6B1,SULT6B1,All Targets,RNA,Endogenous,1,1,35,7,6.007919226,1,1,391365
OR10C1,OR10C1,All Targets,RNA,Endogenous,1,1,29,6,5.114321827,1,1,442194
TAF9B,TAF9B,All Targets,RNA,Endogenous,1,1,25,5,4.533701455,1,1,51616
FUCA1,FUCA1,All Targets,RNA,Endogenous,1,1,44,8,6.578588684,1,1,2517
OGFOD1,OGFOD1,All Targets,RNA,Endogenous,1,1,57,11,9.921183575,1,1,55239
CDA,CDA,All Targets,RNA,Endogenous,1,1,23,5,4.789874257,1,1,978
MYEOV,MYEOV,All Targets,RNA,Endogenous,1,1,41,10,8.713927553,1,1,26579
KCNB1,KCNB1,All Targets,RNA,Endogenous,1,1,43,6,5.74331445,1,1,3745
TIMELESS,TIMELESS,All Targets,RNA,Endogenous,1,1,28,5,4.783694146,1,1,8914
PEX5L,PEX5L,All Targets,RNA,Endogenous,1,1,27,6,4.603756801,1,1,51555
STRADB,STRADB,All Targets,RNA,Endogenous,1,1,54,11,8.900695545,1,1,55437
UNG,UNG,All Targets,RNA,Endogenous,1,1,73,14,11.38777908,1,1,7374
BCAS3,BCAS3,All Targets,RNA,Endogenous,1,1,106,18,16.76994814,1,1,54828
KIF5A,KIF5A,All Targets,RNA,Endogenous,1,1,33,7,5.860153778,1,1,3798
DAZAP2,DAZAP2,All Targets,RNA,Endogenous,1,4,272,62,48.33125627,1,1,9802
TARS3,TARS3,All Targets,RNA,Endogenous,1,1,43,8,6.663299246,1,1,123283
EXOC6,EXOC6,All Targets,RNA,Endogenous,1,1,40,11,8.547490245,1,1,54536
ANKRD20A1,"ANKRD20A3P,ANKRD20A1",All Targets,RNA,Endogenous,1,1,144,34,26.78731257,1,1,84210
ANAPC1,"ANAPC1,RGPD2",All Targets,RNA,Endogenous,1,1,61,14,12.16987475,1,1,64682
ADPGK,ADPGK,All Targets,RNA,Endogenous,1,1,50,12,9.933288251,1,1,83440
TAS2R7,TAS2R7,All Targets,RNA,Endogenous,1,1,42,9,7.864510971,1,1,50837
ZNF189,ZNF189,All Targets,RNA,Endogenous,1,1,62,11,8.989449275,1,1,7743
UBE2B,UBE2B,All Targets,RNA,Endogenous,1,1,123,27,22.65753474,1,1,7320
ANKRD40,ANKRD40,All Targets,RNA,Endogenous,1,1,38,8,6.644378284,1,1,91369
AGPAT1,AGPAT1,All Targets,RNA,Endogenous,1,1,100,25,20.18982885,1,1,10554
WWP1,WWP1,All Targets,RNA,Endogenous,1,1,85,18,17.03790869,1,1,11059
MSMB,MSMB,All Targets,RNA,Endogenous,1,1,20,4,3.508827524,1,1,4477
TMED10,TMED10,All Targets,RNA,Endogenous,1,1,167,30,26.70177315,1,1,10972
SLC2A12,SLC2A12,All Targets,RNA,Endogenous,1,1,19,5,4.133977335,1,1,154091
SPOPL,SPOPL,All Targets,RNA,Endogenous,1,1,47,14,11.37383875,1,1,339745
PAPOLB,PAPOLB,All Targets,RNA,Endogenous,1,1,18,4,3.952270338,1,1,56903
ANKRD35,ANKRD35,All Targets,RNA,Endogenous,1,1,40,8,7.202869654,1,1,148741
CFLAR,CFLAR,All Targets,RNA,Endogenous,1,1,135,29,22.09219774,1,1,8837
PDCD1,PDCD1,All Targets,RNA,Endogenous,1,1,171,16,15.0264591,1,1,5133
BCL7B,BCL7B,All Targets,RNA,Endogenous,1,1,97,19,16.13513402,1,1,9275
ZNF623,ZNF623,All Targets,RNA,Endogenous,1,1,52,11,9.817420537,1,1,9831
POLR2H,POLR2H,All Targets,RNA,Endogenous,1,1,50,14,11.1294447,1,1,5437
LRP10,LRP10,All Targets,RNA,Endogenous,1,1,134,27,19.76951771,1,1,26020
MMP13,MMP13,All Targets,RNA,Endogenous,1,1,34,8,6.558214101,1,1,4322
EXOSC1,EXOSC1,All Targets,RNA,Endogenous,1,1,67,10,10.70762583,1,1,51013
FKBPL,FKBPL,All Targets,RNA,Endogenous,1,1,34,7,6.172093395,1,1,63943
GOLGA5,GOLGA5,All Targets,RNA,Endogenous,1,1,48,14,11.73232471,1,1,9950
TSPAN13,TSPAN13,All Targets,RNA,Endogenous,1,1,105,17,14.41325173,1,1,27075
STOX2,STOX2,All Targets,RNA,Endogenous,1,1,44,12,9.374557948,1,1,56977
PIK3R2,PIK3R2,All Targets,RNA,Endogenous,1,1,51,14,10.27195001,1,1,5296
ERLIN2,ERLIN2,All Targets,RNA,Endogenous,1,1,53,9,9.051937611,1,1,11160
MFSD8,MFSD8,All Targets,RNA,Endogenous,1,1,30,8,6.490991392,1,1,256471
SPPL2B,SPPL2B,All Targets,RNA,Endogenous,1,1,75,13,11.23053242,1,1,56928
AFTPH,AFTPH,All Targets,RNA,Endogenous,1,1,59,12,9.918797098,1,1,54812
MRGPRG,MRGPRG,All Targets,RNA,Endogenous,1,1,56,16,13.2067576,1,1,386746
ZNF687,ZNF687,All Targets,RNA,Endogenous,1,1,61,12,10.40182823,1,1,57592
OR4Q3,OR4Q3,All Targets,RNA,Endogenous,1,1,99,16,15.51811594,1,1,441669
TTC7B,TTC7B,All Targets,RNA,Endogenous,1,1,55,11,10.19561041,1,1,145567
FAM216A,FAM216A,All Targets,RNA,Endogenous,1,1,30,7,5.976283837,1,1,29902
PPM1M,PPM1M,All Targets,RNA,Endogenous,1,1,93,14,13.24998871,1,1,132160
AKAP10,AKAP10,All Targets,RNA,Endogenous,1,1,58,12,10.7300866,1,1,11216
RAX2,RAX2,All Targets,RNA,Endogenous,1,1,64,13,12.02306662,1,1,84839
TLDC2,TLDC2,All Targets,RNA,Endogenous,1,1,39,7,6.011684691,1,1,140711
SULT1A2,"SULT1A1,SULT1A2",All Targets,RNA,Endogenous,1,1,41,12,9.854998989,1,1,6799
PIFO,PIFO,All Targets,RNA,Endogenous,1,1,24,7,5.449442356,1,1,128344
GOLGA6L9,"GOLGA6L9,GOLGA6L4,GOLGA6L3,GOLGA6L17P,GOLGA6L10,LOC102724117,GOLGA6L5P,LOC102724093",All Targets,RNA,Endogenous,1,1,56,15,10.49139486,1,1,440295
TUBB4B,TUBB4B,All Targets,RNA,Endogenous,1,3,284,68,60.20090661,1,1,10383
IL12RB2,IL12RB2,All Targets,RNA,Endogenous,1,1,46,6,5.868601563,1,1,3595
ARL2,ARL2,All Targets,RNA,Endogenous,1,1,127,31,25.1211242,1,1,402
NDEL1,NDEL1,All Targets,RNA,Endogenous,1,1,84,15,13.03255746,1,1,81565
SFRP2,SFRP2,All Targets,RNA,Endogenous,1,2,79,11,11.8570981,1,1,6423
KANSL2,KANSL2,All Targets,RNA,Endogenous,1,1,97,20,17.7320562,1,1,54934
MAOB,MAOB,All Targets,RNA,Endogenous,1,1,35,7,5.726935797,1,1,4129
SEC24A,SEC24A,All Targets,RNA,Endogenous,1,1,75,19,15.57580971,1,1,10802
SIN3B,SIN3B,All Targets,RNA,Endogenous,1,1,46,8,6.84418817,1,1,23309
TRAPPC14,TRAPPC14,All Targets,RNA,Endogenous,1,2,147,19,18.71919965,1,1,55262
BORA,BORA,All Targets,RNA,Endogenous,1,1,31,7,6.089340146,1,1,79866
SCGB1D1,SCGB1D1,All Targets,RNA,Endogenous,1,1,36,7,6.108688458,1,1,10648
AHCTF1,"AHCTF1P1,AHCTF1",All Targets,RNA,Endogenous,1,1,111,19,17.16997131,1,1,25909
OXT,OXT,All Targets,RNA,Endogenous,1,1,60,9,8.518769627,1,1,5020
RAB10,RAB10,All Targets,RNA,Endogenous,1,1,72,18,15.17343265,1,1,10890
MTMR2,MTMR2,All Targets,RNA,Endogenous,1,1,61,10,9.339842053,1,1,8898
CHD1,CHD1,All Targets,RNA,Endogenous,1,1,63,19,13.59623065,1,1,1105
ZNF514,ZNF514,All Targets,RNA,Endogenous,1,1,28,6,4.954487601,1,1,84874
TMOD1,TMOD1,All Targets,RNA,Endogenous,1,1,34,7,5.845752682,1,1,7111
SCNM1,SCNM1,All Targets,RNA,Endogenous,1,1,42,10,8.583414122,1,1,79005
TBX21,TBX21,All Targets,RNA,Endogenous,1,1,84,11,9.793266124,1,1,30009
HOPX,HOPX,All Targets,RNA,Endogenous,1,1,102,21,17.63123644,1,1,84525
WNK4,WNK4,All Targets,RNA,Endogenous,1,1,24,5,4.890088306,1,1,65266
LACC1,LACC1,All Targets,RNA,Endogenous,1,1,31,6,6.12693725,1,1,144811
ANKRD13C,ANKRD13C,All Targets,RNA,Endogenous,1,1,72,10,9.051510907,1,1,81573
IQCJ,IQCJ,All Targets,RNA,Endogenous,1,1,57,12,10.7006982,1,1,654502
DENND6A,DENND6A,All Targets,RNA,Endogenous,1,1,57,12,10.36179132,1,1,201627
MIEN1,MIEN1,All Targets,RNA,Endogenous,1,1,65,13,11.67547566,1,1,84299
